feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant
hapax_legomena,semeval,ALL,FAVOR,overall,0.7188,0.6299,-0.069,-0.057,small,negligible,False,Cliff's delta,negligible,no
stopword_ratio,semeval,ALL,FAVOR,overall,0.4593,0.4454,0.1674,0.0901,small,negligible,True,Cohen's d,small,no
punctuation_density,semeval,ALL,FAVOR,overall,0.5995,0.4939,-0.0994,-0.0808,small,negligible,False,Cliff's delta,negligible,no
noun_ratio,semeval,ALL,FAVOR,overall,0.0346,0.033,0.4336,0.2511,medium,small,False,Cliff's delta,small,yes
verb_ratio,semeval,ALL,FAVOR,overall,0.3611,0.2949,-0.1792,-0.1235,small,negligible,False,Cliff's delta,negligible,no
adj_ratio,semeval,ALL,FAVOR,overall,0.5046,0.6931,-0.1389,-0.0465,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,semeval,ALL,FAVOR,overall,0.2826,0.2596,-0.2178,-0.1273,small,negligible,False,Cliff's delta,negligible,no
pronoun_ratio,semeval,ALL,FAVOR,overall,0.394,0.2294,-0.1545,-0.1378,small,negligible,False,Cliff's delta,negligible,no
avg_dependency_depth,semeval,ALL,FAVOR,overall,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,ALL,FAVOR,overall,0.5391,0.6513,0.1375,0.0535,small,negligible,False,Cliff's delta,negligible,no
punctuation_usage,semeval,ALL,FAVOR,overall,0.8388,0.5865,-0.0358,-0.0622,small,negligible,False,Cliff's delta,negligible,no
readability_score,semeval,ALL,FAVOR,overall,0.0422,0.0286,-0.3951,-0.2578,medium,small,False,Cliff's delta,small,yes
sentence_length_variation,semeval,ALL,FAVOR,overall,0.1488,0.1313,-0.3318,-0.1703,medium,small,False,Cliff's delta,small,no
subordinate_clause_ratio,semeval,ALL,FAVOR,overall,0.334,0.5042,-0.2258,-0.0738,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,semeval,ALL,FAVOR,overall,0.2508,0.3473,0.247,0.1078,small,negligible,False,Cliff's delta,negligible,no
sentiment_subjectivity,semeval,ALL,FAVOR,overall,0.8504,0.9619,0.0361,0.0058,small,negligible,False,Cliff's delta,negligible,no
anger,semeval,ALL,FAVOR,overall,0.004,0.0011,-0.7896,-0.3839,large,medium,False,Cliff's delta,medium,yes
joy,semeval,ALL,FAVOR,overall,0.7141,0.1652,-0.082,0.1636,small,small,False,Cliff's delta,small,no
fear,semeval,ALL,FAVOR,overall,0.0274,0.0381,0.5087,0.2444,medium,small,False,Cliff's delta,small,yes
sadness,semeval,ALL,FAVOR,overall,0.0097,0.0951,0.293,0.1967,small,small,False,Cliff's delta,small,yes
disgust,semeval,ALL,FAVOR,overall,0.1262,0.184,-0.5828,-0.1566,medium,small,False,Cliff's delta,small,no
surprise,semeval,ALL,FAVOR,overall,0.5245,0.0094,0.1223,0.306,small,small,False,Cliff's delta,small,yes
certainty_adverbs_count,semeval,ALL,FAVOR,overall,0.7967,0.3972,-0.0464,-0.0604,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,ALL,FAVOR,overall,0.6594,0.7033,-0.1001,-0.0346,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,semeval,ALL,FAVOR,overall,0.8762,0.6499,0.0268,-0.0404,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,semeval,ALL,FAVOR,overall,0.0553,0.0078,-0.4646,-0.2005,medium,small,False,Cliff's delta,small,yes
doubt_verbs_count,semeval,ALL,FAVOR,overall,0.1582,0.4606,0.1521,0.018,small,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,semeval,ALL,FAVOR,overall,0.0444,0.1378,0.3083,0.1078,medium,negligible,False,Cliff's delta,negligible,yes
hedges_score,semeval,ALL,FAVOR,overall,0.8516,0.7156,-0.0391,-0.0238,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,semeval,ALL,FAVOR,overall,0.3126,0.472,-0.197,-0.0846,small,negligible,False,Cliff's delta,negligible,no
hedge_D_count,semeval,ALL,FAVOR,overall,0.5711,0.3298,-0.1212,-0.0369,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,ALL,FAVOR,overall,0.8898,0.8481,0.0245,-0.0093,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,ALL,FAVOR,overall,0.3253,0.0608,-0.388,-0.0323,medium,negligible,False,Cliff's delta,negligible,no
hedge_N_count,semeval,ALL,FAVOR,overall,0.4819,0.8632,-0.242,-0.0061,small,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,ALL,FAVOR,overall,0.3993,0.4053,0.2091,0.0555,small,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,ALL,FAVOR,overall,0.623,0.3185,-0.0959,-0.0378,small,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,ALL,FAVOR,overall,0.6786,0.8821,0.066,-0.0073,small,negligible,False,Cliff's delta,negligible,no
I_ratio,semeval,ALL,FAVOR,overall,0.3253,0.0608,-0.388,-0.0323,medium,negligible,False,Cliff's delta,negligible,no
N_ratio,semeval,ALL,FAVOR,overall,0.5511,0.8632,-0.1859,-0.0061,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,ALL,NONE,overall,0.3129,0.2761,-0.1944,-0.1254,small,negligible,False,Cliff's delta,negligible,no
sentence_count,semeval,ALL,NONE,overall,0.4407,0.3706,-0.1524,-0.0968,small,negligible,False,Cliff's delta,negligible,no
avg_word_length,semeval,ALL,NONE,overall,0.9678,0.9183,0.0078,-0.0121,small,negligible,True,Cohen's d,small,no
std_word_length,semeval,ALL,NONE,overall,0.0271,0.0239,0.4485,0.26,medium,small,True,Cohen's d,medium,yes
type_token_ratio,semeval,ALL,NONE,overall,0.5654,0.4449,-0.1162,-0.0879,small,negligible,False,Cliff's delta,negligible,no
hapax_legomena,semeval,ALL,NONE,overall,0.9095,0.7292,-0.0238,-0.04,small,negligible,False,Cliff's delta,negligible,no
stopword_ratio,semeval,ALL,NONE,overall,0.0272,0.0955,-0.4413,-0.1918,medium,small,True,Cohen's d,medium,yes
punctuation_density,semeval,ALL,NONE,overall,0.0119,0.0057,0.5118,0.3179,medium,small,False,Cliff's delta,small,yes
noun_ratio,semeval,ALL,NONE,overall,0.6313,0.3445,-0.0888,-0.1089,small,negligible,False,Cliff's delta,negligible,no
verb_ratio,semeval,ALL,NONE,overall,0.1337,0.3672,-0.3121,-0.1039,medium,negligible,False,Cliff's delta,negligible,no
adj_ratio,semeval,ALL,NONE,overall,0.0836,0.072,0.3451,0.2061,medium,small,False,Cliff's delta,small,no
adv_ratio,semeval,ALL,NONE,overall,0.3306,0.569,0.1827,0.0629,small,negligible,False,Cliff's delta,negligible,no
pronoun_ratio,semeval,ALL,NONE,overall,0.0274,0.0594,0.4037,0.2079,medium,small,False,Cliff's delta,small,yes
avg_dependency_depth,semeval,ALL,NONE,overall,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,ALL,NONE,overall,0.3812,0.6838,-0.1723,-0.0471,small,negligible,True,Cohen's d,small,no
punctuation_usage,semeval,ALL,NONE,overall,0.5055,0.6898,0.1249,0.0457,small,negligible,False,Cliff's delta,negligible,no
readability_score,semeval,ALL,NONE,overall,0.9193,0.906,-0.0197,-0.0139,small,negligible,True,Cohen's d,small,no
sentence_length_variation,semeval,ALL,NONE,overall,0.1001,0.1402,-0.3447,-0.1671,medium,small,False,Cliff's delta,small,no
subordinate_clause_ratio,semeval,ALL,NONE,overall,0.7936,0.7406,0.0524,0.0368,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,semeval,ALL,NONE,overall,0.9299,0.4587,0.0168,0.0821,small,negligible,False,Cliff's delta,negligible,no
sentiment_subjectivity,semeval,ALL,NONE,overall,0.008,0.0178,0.5017,0.2661,medium,small,False,Cliff's delta,small,yes
anger,semeval,ALL,NONE,overall,0.1045,0.5242,0.2945,0.0736,small,negligible,False,Cliff's delta,negligible,no
joy,semeval,ALL,NONE,overall,0.2077,0.0847,0.2316,0.1986,small,small,False,Cliff's delta,small,no
fear,semeval,ALL,NONE,overall,0.0466,0.0522,-0.3949,-0.2236,medium,small,False,Cliff's delta,small,yes
sadness,semeval,ALL,NONE,overall,0.7581,0.2951,-0.0613,-0.1207,small,negligible,False,Cliff's delta,negligible,no
disgust,semeval,ALL,NONE,overall,0.3053,0.6434,-0.2727,-0.0536,small,negligible,False,Cliff's delta,negligible,no
surprise,semeval,ALL,NONE,overall,0.4597,0.473,0.1306,-0.0829,small,negligible,False,Cliff's delta,negligible,no
certainty_adverbs_count,semeval,ALL,NONE,overall,0.6549,0.7779,0.0844,0.0196,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,ALL,NONE,overall,0.0178,0.0121,-0.5106,-0.225,medium,small,False,Cliff's delta,small,yes
certainty_adjectives_count,semeval,ALL,NONE,overall,0.1011,0.0689,0.3178,0.1586,medium,small,False,Cliff's delta,small,no
doubt_adverbs_count,semeval,ALL,NONE,overall,0.6175,0.625,0.0974,0.0393,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,ALL,NONE,overall,0.3208,0.4611,0.1495,0.0143,small,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,semeval,ALL,NONE,overall,0.6734,0.8342,0.0781,0.0118,small,negligible,False,Cliff's delta,negligible,no
hedges_score,semeval,ALL,NONE,overall,0.9704,0.8992,-0.0074,-0.0093,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,semeval,ALL,NONE,overall,0.0174,0.0277,-0.4658,-0.2529,medium,small,False,Cliff's delta,small,yes
hedge_D_count,semeval,ALL,NONE,overall,0.2931,0.2427,-0.2334,-0.0571,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,ALL,NONE,overall,0.0242,0.0866,0.3445,0.0714,medium,negligible,False,Cliff's delta,negligible,yes
hedge_I_count,semeval,ALL,NONE,overall,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,ALL,NONE,overall,0.2216,0.4686,0.2058,0.0379,small,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,ALL,NONE,overall,0.243,0.7115,-0.198,-0.0257,small,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,ALL,NONE,overall,0.5197,0.2551,-0.1281,-0.0557,small,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,ALL,NONE,overall,0.0357,0.0867,0.3204,0.0714,medium,negligible,False,Cliff's delta,negligible,yes
I_ratio,semeval,ALL,NONE,overall,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,semeval,ALL,NONE,overall,0.1696,0.4437,0.2241,0.04,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Atheism,AGAINST,target,0.0098,0.028,0.5055,0.3209,medium,small,False,Cliff's delta,small,yes
sentence_count,semeval,Atheism,AGAINST,target,0.2359,0.1664,-0.3081,-0.1788,medium,small,False,Cliff's delta,small,no
avg_word_length,semeval,Atheism,AGAINST,target,0.0001,0.0,-1.2494,-0.6157,large,large,True,Cohen's d,large,yes
std_word_length,semeval,Atheism,AGAINST,target,0.0002,0.0,-1.1266,-0.6152,large,large,False,Cliff's delta,large,yes
type_token_ratio,semeval,Atheism,AGAINST,target,0.1371,0.2354,-0.3217,-0.1737,medium,small,False,Cliff's delta,small,no
hapax_legomena,semeval,Atheism,AGAINST,target,0.0873,0.088,-0.3599,-0.2496,medium,small,False,Cliff's delta,small,no
stopword_ratio,semeval,Atheism,AGAINST,target,0.0519,0.0253,0.4899,0.3271,medium,small,True,Cohen's d,medium,yes
punctuation_density,semeval,Atheism,AGAINST,target,0.4788,0.2609,-0.1577,-0.1647,small,small,False,Cliff's delta,small,no
noun_ratio,semeval,Atheism,AGAINST,target,0.172,0.0565,-0.302,-0.279,medium,small,False,Cliff's delta,small,no
verb_ratio,semeval,Atheism,AGAINST,target,0.5036,0.4155,0.1703,0.1194,small,negligible,False,Cliff's delta,negligible,no
adj_ratio,semeval,Atheism,AGAINST,target,0.0763,0.0372,-0.4414,-0.3011,medium,small,False,Cliff's delta,small,yes
adv_ratio,semeval,Atheism,AGAINST,target,0.3448,0.2013,-0.2455,-0.1669,small,small,False,Cliff's delta,small,no
pronoun_ratio,semeval,Atheism,AGAINST,target,0.0002,0.0048,0.7435,0.4097,large,medium,False,Cliff's delta,medium,yes
avg_dependency_depth,semeval,Atheism,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Atheism,AGAINST,target,0.0296,0.025,0.5584,0.3277,medium,small,True,Cohen's d,medium,yes
punctuation_usage,semeval,Atheism,AGAINST,target,0.2239,0.3702,0.1675,-0.1307,small,negligible,False,Cliff's delta,negligible,no
readability_score,semeval,Atheism,AGAINST,target,0.005,0.0022,-0.9575,-0.4471,large,medium,False,Cliff's delta,medium,yes
sentence_length_variation,semeval,Atheism,AGAINST,target,0.3218,0.5064,0.2072,0.0968,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,semeval,Atheism,AGAINST,target,0.0038,0.0791,0.5092,0.249,medium,small,False,Cliff's delta,small,yes
sentiment_polarity,semeval,Atheism,AGAINST,target,0.2913,0.4416,-0.3257,-0.1081,medium,negligible,False,Cliff's delta,negligible,no
sentiment_subjectivity,semeval,Atheism,AGAINST,target,0.7714,0.914,-0.0689,-0.0158,small,negligible,False,Cliff's delta,negligible,no
anger,semeval,Atheism,AGAINST,target,0.1822,0.1019,-0.4776,-0.2394,medium,small,False,Cliff's delta,small,no
joy,semeval,Atheism,AGAINST,target,0.2861,0.5099,-0.3271,-0.0968,medium,negligible,False,Cliff's delta,negligible,no
fear,semeval,Atheism,AGAINST,target,0.2908,0.2847,0.267,0.1568,small,small,False,Cliff's delta,small,no
sadness,semeval,Atheism,AGAINST,target,0.0,0.0028,0.5292,0.4363,medium,medium,False,Cliff's delta,medium,yes
disgust,semeval,Atheism,AGAINST,target,0.6706,0.5099,-0.1828,0.0968,small,negligible,False,Cliff's delta,negligible,no
surprise,semeval,Atheism,AGAINST,target,0.8192,0.8101,-0.052,0.0357,small,negligible,False,Cliff's delta,negligible,no
certainty_adverbs_count,semeval,Atheism,AGAINST,target,0.4571,0.5474,-0.25,-0.0577,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Atheism,AGAINST,target,0.0,0.005,0.6794,0.3384,medium,medium,False,Cliff's delta,medium,yes
certainty_adjectives_count,semeval,Atheism,AGAINST,target,0.3811,0.4762,0.1954,0.0866,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,semeval,Atheism,AGAINST,target,0.5612,0.6365,0.1333,0.0481,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,Atheism,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,semeval,Atheism,AGAINST,target,0.2584,0.1618,-0.4666,-0.0968,medium,negligible,False,Cliff's delta,negligible,no
hedges_score,semeval,Atheism,AGAINST,target,0.6022,0.657,0.1173,0.0311,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,semeval,Atheism,AGAINST,target,0.0015,0.0072,0.6334,0.3922,medium,medium,False,Cliff's delta,medium,yes
hedge_D_count,semeval,Atheism,AGAINST,target,0.3199,0.6685,0.1134,0.0108,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,Atheism,AGAINST,target,0.3199,0.6685,0.1134,0.0108,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,Atheism,AGAINST,target,0.3199,0.6685,0.1134,0.0108,small,negligible,False,Cliff's delta,negligible,no
hedge_N_count,semeval,Atheism,AGAINST,target,0.9845,0.9921,0.005,0.0011,small,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,Atheism,AGAINST,target,0.5273,0.6218,-0.1336,-0.0345,small,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,Atheism,AGAINST,target,0.3199,0.6685,0.1134,0.0108,small,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,Atheism,AGAINST,target,0.3199,0.6685,0.1134,0.0108,small,negligible,False,Cliff's delta,negligible,no
I_ratio,semeval,Atheism,AGAINST,target,0.3199,0.6685,0.1134,0.0108,small,negligible,False,Cliff's delta,negligible,no
N_ratio,semeval,Atheism,AGAINST,target,0.9451,0.9921,0.0169,0.0011,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Feminist Movement,AGAINST,target,0.6039,0.8161,0.1914,0.0436,small,negligible,True,Cohen's d,small,no
sentence_count,semeval,Feminist Movement,AGAINST,target,0.7686,0.6435,0.0963,0.0784,small,negligible,False,Cliff's delta,negligible,no
avg_word_length,semeval,Feminist Movement,AGAINST,target,0.2075,0.2542,0.4121,0.2073,medium,small,True,Cohen's d,medium,no
std_word_length,semeval,Feminist Movement,AGAINST,target,0.8674,1.0,-0.0647,0.0,small,negligible,True,Cohen's d,small,no
type_token_ratio,semeval,Feminist Movement,AGAINST,target,0.5181,0.4622,-0.2027,-0.1341,small,negligible,False,Cliff's delta,negligible,no
hapax_legomena,semeval,Feminist Movement,AGAINST,target,0.5757,0.474,-0.1781,-0.1307,small,negligible,True,Cohen's d,small,no
stopword_ratio,semeval,Feminist Movement,AGAINST,target,0.7255,0.4983,0.1446,0.1237,small,negligible,True,Cohen's d,small,no
punctuation_density,semeval,Feminist Movement,AGAINST,target,0.8537,0.5234,-0.0465,-0.1167,small,negligible,False,Cliff's delta,negligible,no
noun_ratio,semeval,Feminist Movement,AGAINST,target,0.6278,0.5049,0.1604,0.122,small,negligible,False,Cliff's delta,negligible,no
verb_ratio,semeval,Feminist Movement,AGAINST,target,0.0586,0.0769,-0.6188,-0.3206,medium,small,True,Cohen's d,medium,no
adj_ratio,semeval,Feminist Movement,AGAINST,target,0.7352,0.7252,0.1092,0.0645,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,semeval,Feminist Movement,AGAINST,target,0.1698,0.155,-0.5251,-0.2509,medium,small,False,Cliff's delta,small,no
pronoun_ratio,semeval,Feminist Movement,AGAINST,target,0.4835,0.6189,-0.2497,-0.0871,small,negligible,False,Cliff's delta,negligible,no
avg_dependency_depth,semeval,Feminist Movement,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Feminist Movement,AGAINST,target,0.8439,0.9769,0.0785,-0.007,small,negligible,True,Cohen's d,small,no
punctuation_usage,semeval,Feminist Movement,AGAINST,target,0.0825,0.1362,0.3591,0.27,medium,small,False,Cliff's delta,small,no
readability_score,semeval,Feminist Movement,AGAINST,target,0.2123,0.329,0.4421,0.1777,medium,small,True,Cohen's d,medium,no
sentence_length_variation,semeval,Feminist Movement,AGAINST,target,0.7701,0.8613,-0.1079,-0.0331,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,semeval,Feminist Movement,AGAINST,target,0.5439,0.4899,-0.1945,-0.1202,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,semeval,Feminist Movement,AGAINST,target,0.1604,0.2202,-0.4827,-0.2195,medium,small,False,Cliff's delta,small,no
sentiment_subjectivity,semeval,Feminist Movement,AGAINST,target,0.7157,0.5845,0.1252,0.0993,small,negligible,False,Cliff's delta,negligible,no
anger,semeval,Feminist Movement,AGAINST,target,0.001,0.0059,0.7973,0.4983,large,large,False,Cliff's delta,large,yes
joy,semeval,Feminist Movement,AGAINST,target,0.0444,0.0094,-1.1162,-0.4704,large,medium,False,Cliff's delta,medium,yes
fear,semeval,Feminist Movement,AGAINST,target,0.9611,0.9154,-0.015,0.0209,small,negligible,False,Cliff's delta,negligible,no
sadness,semeval,Feminist Movement,AGAINST,target,0.1274,0.0396,-0.5694,-0.3728,medium,medium,False,Cliff's delta,medium,yes
disgust,semeval,Feminist Movement,AGAINST,target,0.0007,0.0138,0.6707,0.446,medium,medium,False,Cliff's delta,medium,yes
surprise,semeval,Feminist Movement,AGAINST,target,0.619,0.0145,-0.1384,-0.4425,small,medium,False,Cliff's delta,medium,yes
certainty_adverbs_count,semeval,Feminist Movement,AGAINST,target,0.2855,0.242,-0.4707,-0.1237,medium,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Feminist Movement,AGAINST,target,0.0451,0.01,-0.9428,-0.3554,large,medium,False,Cliff's delta,medium,yes
certainty_adjectives_count,semeval,Feminist Movement,AGAINST,target,0.6592,0.6498,-0.1469,-0.0679,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,semeval,Feminist Movement,AGAINST,target,0.9191,0.9253,-0.0324,-0.0157,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,Feminist Movement,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,semeval,Feminist Movement,AGAINST,target,0.044,0.2376,0.3738,0.0976,medium,negligible,False,Cliff's delta,negligible,yes
hedges_score,semeval,Feminist Movement,AGAINST,target,0.4765,0.4469,0.2034,0.0976,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,semeval,Feminist Movement,AGAINST,target,0.5446,0.6556,0.2291,0.0819,small,negligible,False,Cliff's delta,negligible,no
hedge_D_count,semeval,Feminist Movement,AGAINST,target,0.5714,0.6165,0.1595,0.0505,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,Feminist Movement,AGAINST,target,0.3233,0.5874,0.1798,0.0244,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,Feminist Movement,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Feminist Movement,AGAINST,target,0.0307,0.1812,0.4028,0.122,medium,negligible,False,Cliff's delta,negligible,yes
